MUNICIPIO,POTÊNCIA,N_MOD,PESO_TOTAL,VIDRO,ALUMÍNIO,EVA,SILÍCIO,POLÍMERO,CABOS (Cu e Polimeros),CONDUTOR AL (Interno),CONDUTOR CU (Interno),CHUMBO E ESTANHO,PRATA,SISTEMAS,LATITUDE,LONGITUDE
Novo Horizonte,"10.024,00","22.409,00",615.15,430.6,110.73,31.37,22.45,9.23,6.15,3.26,0.68,0.33,0.33,1238,-12.8083,-42.1682
Novo Horizonte do Norte,"1.913,00","3.032,00",99.44,69.61,17.9,5.07,3.63,1.49,0.99,0.53,0.11,0.05,0.05,140,-11.4089,-57.3488
Novo Horizonte do Oeste,"944,00","1.618,00",50.04,35.03,9.01,2.55,1.83,0.75,0.5,0.27,0.06,0.03,0.03,66,-11.6961,-61.9951
Novo Horizonte do Sul,"1.970,00","3.722,00",109.11,76.38,19.64,5.56,3.98,1.64,1.09,0.58,0.12,0.06,0.06,157,-22.6693,-53.8601
Novo Itacolomi,"1.028,00","1.636,00",53.42,37.39,9.62,2.72,1.95,0.8,0.53,0.28,0.06,0.03,0.03,38,-23.7631,-51.5079
Novo Jardim,"95,00","141,00",4.86,3.4,0.87,0.25,0.18,0.07,0.05,0.03,0.01,0.0,0.0,9,-11.826,-46.6325
Novo Lino,"155,00","243,00",8.2,5.74,1.48,0.42,0.3,0.12,0.08,0.04,0.01,0.0,0.0,14,-8.94191,-35.664
Novo Machado,"1.533,00","4.506,00",80.33,56.23,14.46,4.1,2.93,1.2,0.8,0.43,0.09,0.04,0.04,189,-27.5765,-54.5036
Novo Mundo,"1.978,00","3.492,00",108.48,75.94,19.53,5.53,3.96,1.63,1.08,0.57,0.12,0.06,0.06,109,-9.95616,-55.2029
Novo Oriente,"1.287,00","2.108,00",68.31,47.81,12.29,3.48,2.49,1.02,0.68,0.36,0.08,0.04,0.04,144,-5.52552,-40.7713
Novo Oriente de Minas,"362,00","549,00",18.72,13.1,3.37,0.95,0.68,0.28,0.19,0.1,0.02,0.01,0.01,37,-17.4089,-41.2194
Novo Oriente do Piauí,"205,00","327,00",10.72,7.5,1.93,0.55,0.39,0.16,0.11,0.06,0.01,0.01,0.01,30,-6.44901,-41.9261
Novo Planalto,"779,00","1.379,00",42.66,29.86,7.68,2.18,1.56,0.64,0.43,0.23,0.05,0.02,0.02,67,-13.2424,-49.506
Novo Progresso,"6.465,00","12.147,00",364.72,255.3,65.65,18.6,13.31,5.47,3.65,1.93,0.4,0.19,0.19,384,-7.14347,-55.3786
Novo Repartimento,"4.066,00","7.614,00",227.58,159.3,40.96,11.61,8.31,3.41,2.28,1.21,0.25,0.12,0.12,410,-4.24749,-49.9499
Novo Santo Antônio,"392,00","716,00",21.41,14.98,3.85,1.09,0.78,0.32,0.21,0.11,0.02,0.01,0.01,35,-12.2875,-50.9686
Novo São Joaquim,"2.245,00","3.582,00",117.63,82.34,21.17,6.0,4.29,1.76,1.18,0.62,0.13,0.06,0.06,155,-14.9054,-53.0194
Novo Tiradentes,"703,00","1.282,00",38.75,27.13,6.98,1.98,1.41,0.58,0.39,0.21,0.04,0.02,0.02,45,-27.5649,-53.1837
Novo Triunfo,"278,00","622,00",16.84,11.78,3.03,0.86,0.61,0.25,0.17,0.09,0.02,0.01,0.01,34,-10.3182,-38.4014
Novo Xingu,"839,00","1.639,00",48.54,33.98,8.74,2.48,1.77,0.73,0.49,0.26,0.05,0.03,0.03,80,-27.749,-53.0639
Novorizonte,"256,00","383,00",13.16,9.21,2.37,0.67,0.48,0.2,0.13,0.07,0.01,0.01,0.01,24,-16.0162,-42.4044
Nuporanga,"2.121,00","3.904,00",118.34,82.84,21.3,6.04,4.32,1.78,1.18,0.63,0.13,0.06,0.06,103,-20.7296,-47.7429
Não-Me-Toque,"5.352,00","11.300,00",319.72,223.8,57.55,16.31,11.67,4.8,3.2,1.69,0.35,0.17,0.17,710,-28.4548,-52.8182
Nísia Floresta,"7.327,00","15.850,00",439.68,307.78,79.14,22.42,16.05,6.6,4.4,2.33,0.48,0.23,0.23,691,-6.09329,-35.1991
Ocara,"1.421,00","2.695,00",79.83,55.88,14.37,4.07,2.91,1.2,0.8,0.42,0.09,0.04,0.04,106,-4.48523,-38.5933
Ocauçu,"1.226,00","1.944,00",65.06,45.55,11.71,3.32,2.37,0.98,0.65,0.34,0.07,0.03,0.03,111,-22.438,-49.922
Oeiras,"5.782,00","18.087,00",421.52,295.07,75.87,21.5,15.39,6.32,4.22,2.23,0.46,0.22,0.22,733,-7.01915,-42.1283
Oeiras do Pará,"169,00","278,00",8.84,6.19,1.59,0.45,0.32,0.13,0.09,0.05,0.01,0.0,0.0,26,-2.00358,-49.8628
Oiapoque,"103,00","159,00",5.36,3.75,0.96,0.27,0.2,0.08,0.05,0.03,0.01,0.0,0.0,6,3.84074,-51.8331
Olaria,"49,00","76,00",2.54,1.78,0.46,0.13,0.09,0.04,0.03,0.01,0.0,0.0,0.0,6,-21.8598,-43.9356
Olho D'Água,"212,00","331,00",11.0,7.7,1.98,0.56,0.4,0.16,0.11,0.06,0.01,0.01,0.01,28,-7.22118,-37.7406
Olho D'Água Grande,"93,00","147,00",4.9,3.43,0.88,0.25,0.18,0.07,0.05,0.03,0.01,0.0,0.0,15,-10.0572,-36.8101
Olho D'Água das Cunhãs,"676,00","1.374,00",38.33,26.83,6.9,1.95,1.4,0.57,0.38,0.2,0.04,0.02,0.02,65,-4.13417,-45.1163
Olho D'Água das Flores,"1.566,00","2.626,00",83.6,58.52,15.05,4.26,3.05,1.25,0.84,0.44,0.09,0.04,0.04,102,-9.53686,-37.2971
Olho D'Água do Casado,"209,00","339,00",11.0,7.7,1.98,0.56,0.4,0.17,0.11,0.06,0.01,0.01,0.01,27,-9.50357,-37.8301
Olho D'Água do Piauí,"70,00","112,00",3.62,2.54,0.65,0.18,0.13,0.05,0.04,0.02,0.0,0.0,0.0,9,-5.84125,-42.5594
Olho-D'Água do Borges,"424,00","666,00",21.64,15.15,3.9,1.1,0.79,0.32,0.22,0.11,0.02,0.01,0.01,44,-5.9486,-37.7047
Olhos D'Água,"255,00","433,00",13.43,9.4,2.42,0.69,0.49,0.2,0.13,0.07,0.01,0.01,0.01,18,-17.3982,-43.5719
Olinda,"18.978,00","35.051,00",1061.0,742.7,190.98,54.11,38.73,15.92,10.61,5.62,1.17,0.56,0.56,2196,-8.01017,-34.8545
Olinda Nova do Maranhão,"115,00","171,00",5.98,4.19,1.08,0.31,0.22,0.09,0.06,0.03,0.01,0.0,0.0,15,-2.99295,-44.9897
Olindina,"690,00","1.349,00",40.31,28.22,7.26,2.06,1.47,0.6,0.4,0.21,0.04,0.02,0.02,56,-11.3497,-38.3379
Olivedos,"131,00","206,00",6.92,4.85,1.25,0.35,0.25,0.1,0.07,0.04,0.01,0.0,0.0,8,-6.98434,-36.241
Oliveira,"5.701,00","13.070,00",350.5,245.35,63.09,17.88,12.79,5.26,3.51,1.86,0.39,0.19,0.19,463,-20.6982,-44.829
Oliveira Fortes,"86,00","189,00",5.31,3.72,0.96,0.27,0.19,0.08,0.05,0.03,0.01,0.0,0.0,11,-21.3401,-43.4499
Oliveira de Fátima,"201,00","315,00",10.44,7.31,1.88,0.53,0.38,0.16,0.1,0.06,0.01,0.01,0.01,15,-10.707,-48.9086
Oliveira dos Brejinhos,"6.699,00","22.203,00",511.9,358.33,92.14,26.11,18.68,7.68,5.12,2.71,0.56,0.27,0.27,229,-12.3132,-42.8969
Olivença,"373,00","567,00",19.11,13.38,3.44,0.97,0.7,0.29,0.19,0.1,0.02,0.01,0.01,24,-9.51954,-37.1954
Olímpia,"15.076,00","44.994,00",1083.35,758.35,195.0,55.25,39.54,16.25,10.83,5.74,1.19,0.57,0.57,1727,-20.7366,-48.9106
Olímpio Noronha,"147,00","228,00",7.86,5.5,1.41,0.4,0.29,0.12,0.08,0.04,0.01,0.0,0.0,11,-22.0685,-45.2657
Onda Verde,"1.155,00","1.944,00",61.25,42.88,11.03,3.12,2.24,0.92,0.61,0.32,0.07,0.03,0.03,84,-20.6042,-49.2929
Onça de Pitangui,"4.061,00","6.935,00",218.23,152.76,39.28,11.13,7.97,3.27,2.18,1.16,0.24,0.12,0.12,443,-19.7276,-44.8058
Oratórios,"299,00","628,00",16.7,11.69,3.01,0.85,0.61,0.25,0.17,0.09,0.02,0.01,0.01,16,-20.4298,-42.7977
Oriente,"1.051,00","1.932,00",59.36,41.55,10.68,3.03,2.17,0.89,0.59,0.31,0.07,0.03,0.03,93,-22.1549,-50.0971
Orindiúva,"2.158,00","3.958,00",116.04,81.23,20.89,5.92,4.24,1.74,1.16,0.62,0.13,0.06,0.06,212,-20.1861,-49.3464
Oriximiná,"1.765,00","2.686,00",90.66,63.46,16.32,4.62,3.31,1.36,0.91,0.48,0.1,0.05,0.05,193,-1.75989,-55.8579
Orizona,"5.281,00","10.086,00",303.69,212.58,54.66,15.49,11.08,4.56,3.04,1.61,0.33,0.16,0.16,280,-17.0334,-48.2964
Orizânia,"410,00","667,00",21.45,15.02,3.86,1.09,0.78,0.32,0.21,0.11,0.02,0.01,0.01,51,-20.5142,-42.1991
Orleans,"5.469,00","11.022,00",313.59,219.51,56.45,15.99,11.45,4.7,3.14,1.66,0.34,0.17,0.17,254,-28.3487,-49.2986
Orlândia,"7.061,00","18.350,00",450.25,315.17,81.04,22.96,16.43,6.75,4.5,2.39,0.5,0.24,0.24,735,-20.7169,-47.8852
Orobó,"993,00","1.580,00",52.41,36.69,9.43,2.67,1.91,0.79,0.52,0.28,0.06,0.03,0.03,73,-7.74553,-35.5956
Orocó,"1.363,00","2.048,00",69.54,48.68,12.52,3.55,2.54,1.04,0.7,0.37,0.08,0.04,0.04,32,-8.61026,-39.6026
Ortigueira,"2.554,00","4.281,00",138.34,96.84,24.9,7.06,5.05,2.08,1.38,0.73,0.15,0.07,0.07,135,-24.2058,-50.9185
Orós,"1.365,00","2.305,00",72.39,50.67,13.03,3.69,2.64,1.09,0.72,0.38,0.08,0.04,0.04,165,-6.25182,-38.9053
Osasco,"6.278,00","11.504,00",348.59,244.01,62.75,17.78,12.72,5.23,3.49,1.85,0.38,0.18,0.18,694,-23.5324,-46.7916
Oscar Bressane,"655,00","1.236,00",37.34,26.14,6.72,1.9,1.36,0.56,0.37,0.2,0.04,0.02,0.02,67,-22.3149,-50.2811
Osvaldo Cruz,"6.696,00","13.854,00",394.08,275.86,70.93,20.1,14.38,5.91,3.94,2.09,0.43,0.21,0.21,698,-21.7968,-50.8793
Osório,"9.749,00","18.888,00",555.83,389.08,100.05,28.35,20.29,8.34,5.56,2.95,0.61,0.29,0.29,1180,-29.8881,-50.2667
Otacílio Costa,"630,00","1.466,00",38.72,27.1,6.97,1.97,1.41,0.58,0.39,0.21,0.04,0.02,0.02,46,-27.4789,-50.1231
Ouricuri,"5.941,00","10.676,00",331.17,231.82,59.61,16.89,12.09,4.97,3.31,1.76,0.36,0.18,0.18,429,-7.87918,-40.08
Ourilândia do Norte,"3.366,00","5.758,00",182.03,127.42,32.77,9.28,6.64,2.73,1.82,0.96,0.2,0.1,0.1,287,-6.7529,-51.0858
Ourinhos,"12.779,00","38.217,00",898.21,628.75,161.68,45.81,32.78,13.47,8.98,4.76,0.99,0.48,0.48,1516,-22.9797,-49.8697
Ourizona,"1.151,00","2.226,00",66.28,46.4,11.93,3.38,2.42,0.99,0.66,0.35,0.07,0.04,0.04,108,-23.4053,-52.1964
Ouriçangas,"124,00","251,00",7.22,5.06,1.3,0.37,0.26,0.11,0.07,0.04,0.01,0.0,0.0,8,-12.0175,-38.6166
Ouro,"1.561,00","3.965,00",98.79,69.15,17.78,5.04,3.61,1.48,0.99,0.52,0.11,0.05,0.05,69,-27.3379,-51.6194
Ouro Branco,"5.279,00","10.344,00",302.94,212.06,54.53,15.45,11.06,4.54,3.03,1.61,0.33,0.16,0.16,631,-9.15884,-37.3556
Ouro Fino,"5.747,00","13.811,00",367.07,256.95,66.07,18.72,13.4,5.51,3.67,1.95,0.4,0.19,0.19,696,-22.2779,-46.3716
Ouro Preto,"5.641,00","11.268,00",326.17,228.32,58.71,16.63,11.91,4.89,3.26,1.73,0.36,0.17,0.17,620,-20.3796,-43.512
Ouro Preto do Oeste,"5.851,00","10.801,00",327.67,229.37,58.98,16.71,11.96,4.92,3.28,1.74,0.36,0.17,0.17,511,-10.7167,-62.2565
Ouro Velho,"203,00","390,00",11.47,8.03,2.06,0.58,0.42,0.17,0.11,0.06,0.01,0.01,0.01,19,-7.61604,-37.1519
Ouro Verde,"1.717,00","3.672,00",101.58,71.11,18.29,5.18,3.71,1.52,1.02,0.54,0.11,0.05,0.05,175,-26.692,-52.3108
Ouro Verde de Goiás,"1.906,00","4.106,00",108.07,75.65,19.45,5.51,3.94,1.62,1.08,0.57,0.12,0.06,0.06,61,-16.2181,-49.1942
Ouro Verde de Minas,"228,00","409,00",12.38,8.67,2.23,0.63,0.45,0.19,0.12,0.07,0.01,0.01,0.01,28,-18.0719,-41.2734
Ouro Verde do Oeste,"5.525,00","10.368,00",307.21,215.05,55.3,15.67,11.21,4.61,3.07,1.63,0.34,0.16,0.16,195,-24.7933,-53.9043
Ouroeste,"3.640,00","8.584,00",221.87,155.31,39.94,11.32,8.1,3.33,2.22,1.18,0.24,0.12,0.12,373,-20.0061,-50.3768
Ourolândia,"1.164,00","1.839,00",60.55,42.39,10.9,3.09,2.21,0.91,0.61,0.32,0.07,0.03,0.03,71,-10.9578,-41.0756
Ourém,"851,00","1.513,00",46.84,32.79,8.43,2.39,1.71,0.7,0.47,0.25,0.05,0.02,0.02,51,-1.54168,-47.1126
Ouvidor,"1.185,00","2.467,00",70.46,49.32,12.68,3.59,2.57,1.06,0.7,0.37,0.08,0.04,0.04,154,-18.2277,-47.8355
Pacaembu,"1.734,00","5.405,00",133.62,93.53,24.05,6.81,4.88,2.0,1.34,0.71,0.15,0.07,0.07,304,-21.5627,-51.2654
Pacajus,"6.986,00","14.294,00",405.72,284.0,73.03,20.69,14.81,6.09,4.06,2.15,0.45,0.22,0.22,619,-4.17107,-38.465
Pacajá,"1.548,00","2.412,00",79.99,55.99,14.4,4.08,2.92,1.2,0.8,0.42,0.09,0.04,0.04,107,-3.83542,-50.6399
Pacaraima,"108,00","167,00",5.74,4.01,1.03,0.29,0.21,0.09,0.06,0.03,0.01,0.0,0.0,3,4.4799,-61.1477
Pacatuba,"4.567,00","8.575,00",257.7,180.39,46.39,13.14,9.41,3.87,2.58,1.37,0.28,0.14,0.14,488,-3.9784,-38.6183
Pacoti,"599,00","1.094,00",33.65,23.56,6.06,1.72,1.23,0.5,0.34,0.18,0.04,0.02,0.02,66,-4.22492,-38.922
Pacujá,"345,00","537,00",17.92,12.55,3.23,0.91,0.65,0.27,0.18,0.1,0.02,0.01,0.01,42,-3.98327,-40.6989
Padre Bernardo,"6.612,00","19.921,00",473.83,331.68,85.29,24.17,17.29,7.11,4.74,2.51,0.52,0.25,0.25,176,-15.1605,-48.2833
Padre Carvalho,"361,00","721,00",20.81,14.57,3.75,1.06,0.76,0.31,0.21,0.11,0.02,0.01,0.01,22,-16.3646,-42.5088
Padre Marcos,"372,00","896,00",23.67,16.57,4.26,1.21,0.86,0.36,0.24,0.13,0.03,0.01,0.01,43,-7.35101,-40.8997
Padre Paraíso,"536,00","1.074,00",33.08,23.16,5.95,1.69,1.21,0.5,0.33,0.18,0.04,0.02,0.02,45,-17.0758,-41.4821
Paes Landim,"309,00","614,00",17.81,12.47,3.21,0.91,0.65,0.27,0.18,0.09,0.02,0.01,0.01,26,-7.77375,-42.2474
Pai Pedro,"1.134,00","1.938,00",60.21,42.14,10.84,3.07,2.2,0.9,0.6,0.32,0.07,0.03,0.03,48,-15.5271,-43.07
Paial,"324,00","627,00",17.35,12.15,3.12,0.89,0.63,0.26,0.17,0.09,0.02,0.01,0.01,17,-27.2541,-52.4975
Paim Filho,"1.544,00","3.550,00",95.6,66.92,17.21,4.88,3.49,1.43,0.96,0.51,0.11,0.05,0.05,157,-27.7075,-51.763
Paineiras,"813,00","1.716,00",47.2,33.04,8.5,2.41,1.72,0.71,0.47,0.25,0.05,0.03,0.03,88,-18.8993,-45.5321
Painel,"61,00","112,00",3.31,2.32,0.6,0.17,0.12,0.05,0.03,0.02,0.0,0.0,0.0,5,-27.9234,-50.0972
Pains,"4.744,00","7.553,00",249.14,174.4,44.85,12.71,9.09,3.74,2.49,1.32,0.27,0.13,0.13,115,-20.3705,-45.6627
Paiva,"143,00","249,00",7.64,5.35,1.38,0.39,0.28,0.11,0.08,0.04,0.01,0.0,0.0,19,-21.2913,-43.4088
Paiçandu,"4.876,00","9.603,00",278.23,194.76,50.08,14.19,10.16,4.17,2.78,1.47,0.31,0.15,0.15,625,-23.4555,-52.046
Pajeú do Piauí,"91,00","134,00",4.66,3.27,0.84,0.24,0.17,0.07,0.05,0.02,0.01,0.0,0.0,14,-7.85508,-42.8248
Palestina,"4.388,00","6.817,00",230.87,161.61,41.56,11.77,8.43,3.46,2.31,1.22,0.25,0.12,0.12,377,-9.67493,-37.339
Palestina de Goiás,"514,00","1.064,00",30.72,21.5,5.53,1.57,1.12,0.46,0.31,0.16,0.03,0.02,0.02,35,-16.7392,-51.5309
Palestina do Pará,"337,00","532,00",17.5,12.25,3.15,0.89,0.64,0.26,0.17,0.09,0.02,0.01,0.01,30,-5.74027,-48.3181
Palhano,"498,00","853,00",26.58,18.6,4.78,1.36,0.97,0.4,0.27,0.14,0.03,0.01,0.01,71,-4.73672,-37.9655
Palhoça,"4.951,00","12.935,00",318.91,223.24,57.4,16.26,11.64,4.78,3.19,1.69,0.35,0.17,0.17,611,-27.6455,-48.6697
Palma,"316,00","626,00",17.71,12.4,3.19,0.9,0.65,0.27,0.18,0.09,0.02,0.01,0.01,42,-21.3748,-42.3123
Palma Sola,"753,00","2.264,00",53.46,37.42,9.62,2.73,1.95,0.8,0.53,0.28,0.06,0.03,0.03,72,-26.3471,-53.2771
Palmares,"3.012,00","5.482,00",166.84,116.79,30.03,8.51,6.09,2.5,1.67,0.88,0.18,0.09,0.09,212,-8.68423,-35.589
Palmares Paulista,"662,00","992,00",31.37,21.96,5.65,1.6,1.14,0.47,0.31,0.17,0.03,0.02,0.02,253,-21.0854,-48.8037
Palmares do Sul,"2.009,00","5.161,00",133.13,93.19,23.96,6.79,4.86,2.0,1.33,0.71,0.15,0.07,0.07,162,-30.2535,-50.5103
Palmas,"114.028,00","226.350,00",6551.24,4585.87,1179.22,334.11,239.12,98.27,65.51,34.72,7.21,3.47,3.47,12559,-26.4839,-51.9888
Palmas de Monte Alto,"2.201,00","4.246,00",125.21,87.65,22.54,6.39,4.57,1.88,1.25,0.66,0.14,0.07,0.07,287,-14.2676,-43.1609
Palmeira,"6.650,00","11.842,00",367.88,257.52,66.22,18.76,13.43,5.52,3.68,1.95,0.4,0.19,0.19,496,-25.4257,-50.007
Palmeira D'Oeste,"2.273,00","6.035,00",147.83,103.48,26.61,7.54,5.4,2.22,1.48,0.78,0.16,0.08,0.08,231,-20.4148,-50.7632
Palmeira das Missões,"9.345,00","21.957,00",576.9,403.83,103.84,29.42,21.06,8.65,5.77,3.06,0.63,0.31,0.31,898,-27.9007,-53.3134
Palmeira do Piauí,"314,00","489,00",16.05,11.24,2.89,0.82,0.59,0.24,0.16,0.09,0.02,0.01,0.01,34,-8.73076,-44.2466
Palmeira dos Índios,"7.149,00","11.277,00",372.84,260.99,67.11,19.01,13.61,5.59,3.73,1.98,0.41,0.2,0.2,557,-9.40568,-36.6328
Palmeirais,"416,00","632,00",21.61,15.12,3.89,1.1,0.79,0.32,0.22,0.11,0.02,0.01,0.01,47,-5.97086,-43.056
Palmeirante,"197,00","297,00",10.16,7.12,1.83,0.52,0.37,0.15,0.1,0.05,0.01,0.01,0.01,21,-7.84786,-47.9242
Palmeiras,"453,00","809,00",24.55,17.19,4.42,1.25,0.9,0.37,0.25,0.13,0.03,0.01,0.01,44,-12.5059,-41.5809
Palmeiras de Goiás,"6.965,00","21.319,00",495.82,347.08,89.25,25.29,18.1,7.44,4.96,2.63,0.55,0.26,0.26,1189,-16.8044,-49.924
Palmeiras do Tocantins,"894,00","1.564,00",47.86,33.5,8.62,2.44,1.75,0.72,0.48,0.25,0.05,0.03,0.03,37,-6.61658,-47.5464
Palmeirina,"97,00","155,00",4.91,3.44,0.88,0.25,0.18,0.07,0.05,0.03,0.01,0.0,0.0,8,-9.0109,-36.3242
Palmeirândia,"130,00","190,00",6.54,4.57,1.18,0.33,0.24,0.1,0.07,0.03,0.01,0.0,0.0,12,-2.64433,-44.8933
Palmeirópolis,"1.199,00","2.063,00",64.42,45.09,11.59,3.29,2.35,0.97,0.64,0.34,0.07,0.03,0.03,139,-13.0447,-48.4026
Palmelo,"686,00","1.381,00",39.01,27.31,7.02,1.99,1.42,0.59,0.39,0.21,0.04,0.02,0.02,34,-17.3258,-48.426
Palminópolis,"1.667,00","3.768,00",102.3,71.61,18.41,5.22,3.73,1.53,1.02,0.54,0.11,0.05,0.05,114,-16.7924,-50.1652
Palmital,"4.756,00","11.049,00",297.37,208.16,53.53,15.17,10.85,4.46,2.97,1.58,0.33,0.16,0.16,519,-24.8853,-52.2029
Palmitinho,"3.525,00","7.537,00",207.38,145.16,37.33,10.58,7.57,3.11,2.07,1.1,0.23,0.11,0.11,345,-27.3596,-53.558
Palmitos,"4.646,00","14.089,00",329.81,230.87,59.37,16.82,12.04,4.95,3.3,1.75,0.36,0.17,0.17,315,-27.0702,-53.1586
Palmácia,"213,00","410,00",12.18,8.53,2.19,0.62,0.44,0.18,0.12,0.06,0.01,0.01,0.01,26,-4.13831,-38.8446
Palmópolis,"66,00","105,00",3.38,2.36,0.61,0.17,0.12,0.05,0.03,0.02,0.0,0.0,0.0,7,-16.7364,-40.4296
Palotina,"41.093,00","81.997,00",2367.38,1657.16,426.13,120.74,86.41,35.51,23.67,12.55,2.6,1.25,1.25,2468,-24.2868,-53.8404
Panambi,"10.960,00","24.953,00",674.95,472.47,121.49,34.42,24.64,10.12,6.75,3.58,0.74,0.36,0.36,1461,-28.2833,-53.5023
Panamá,"1.087,00","1.775,00",58.6,41.02,10.55,2.99,2.14,0.88,0.59,0.31,0.06,0.03,0.03,45,-18.1783,-49.355
Pancas,"2.901,00","5.580,00",165.38,115.77,29.77,8.43,6.04,2.48,1.65,0.88,0.18,0.09,0.09,284,-19.2229,-40.8534
Panelas,"787,00","1.251,00",41.6,29.12,7.49,2.12,1.52,0.62,0.42,0.22,0.05,0.02,0.02,90,-8.66121,-36.0125
Panorama,"4.711,00","8.887,00",266.26,186.38,47.93,13.58,9.72,3.99,2.66,1.41,0.29,0.14,0.14,364,-21.354,-51.8562
Pantano Grande,"2.331,00","5.521,00",145.45,101.81,26.18,7.42,5.31,2.18,1.45,0.77,0.16,0.08,0.08,223,-30.1902,-52.3729
Papagaios,"12.507,00","23.074,00",701.1,490.77,126.2,35.76,25.59,10.52,7.01,3.72,0.77,0.37,0.37,260,-19.4419,-44.7468
Papanduva,"581,00","1.460,00",36.09,25.26,6.5,1.84,1.32,0.54,0.36,0.19,0.04,0.02,0.02,40,-26.3777,-50.1419
Paquetá,"152,00","266,00",8.12,5.69,1.46,0.41,0.3,0.12,0.08,0.04,0.01,0.0,0.0,21,-7.10303,-41.7
Paracambi,"4.014,00","8.905,00",240.41,168.29,43.27,12.26,8.78,3.61,2.4,1.27,0.26,0.13,0.13,202,-22.6078,-43.7108
Paracatu,"46.209,00","95.335,00",2661.49,1863.04,479.07,135.74,97.14,39.92,26.61,14.11,2.93,1.41,1.41,1582,-17.2252,-46.8711
Paracuru,"4.328,00","7.219,00",230.74,161.52,41.53,11.77,8.42,3.46,2.31,1.22,0.25,0.12,0.12,330,-3.41436,-39.03
Paragominas,"20.422,00","62.228,00",1445.3,1011.71,260.15,73.71,52.75,21.68,14.45,7.66,1.59,0.77,0.77,1612,-3.00212,-47.3527
Paraguaçu,"5.094,00","10.649,00",298.83,209.18,53.79,15.24,10.91,4.48,2.99,1.58,0.33,0.16,0.16,440,-21.5465,-45.7374
Paraguaçu Paulista,"8.344,00","15.030,00",455.59,318.91,82.01,23.24,16.63,6.83,4.56,2.41,0.5,0.24,0.24,750,-22.4114,-50.5732
Paraibano,"690,00","1.249,00",37.24,26.07,6.7,1.9,1.36,0.56,0.37,0.2,0.04,0.02,0.02,73,-6.4264,-43.9792
Paraibuna,"1.120,00","2.035,00",60.78,42.55,10.94,3.1,2.22,0.91,0.61,0.32,0.07,0.03,0.03,142,-23.3872,-45.6639
Paraipaba,"2.078,00","4.923,00",130.15,91.11,23.43,6.64,4.75,1.95,1.3,0.69,0.14,0.07,0.07,227,-3.43799,-39.1479
Paraisópolis,"10.092,00","15.999,00",532.43,372.7,95.84,27.15,19.43,7.99,5.32,2.82,0.59,0.28,0.28,203,-22.5539,-45.7803
Parambu,"977,00","1.679,00",52.38,36.66,9.43,2.67,1.91,0.79,0.52,0.28,0.06,0.03,0.03,114,-6.20768,-40.6905
Paramirim,"2.067,00","3.287,00",108.06,75.64,19.45,5.51,3.94,1.62,1.08,0.57,0.12,0.06,0.06,268,-13.4388,-42.2395
Paramoti,"410,00","712,00",22.67,15.87,4.08,1.16,0.83,0.34,0.23,0.12,0.02,0.01,0.01,56,-4.08815,-39.2417
Paranacity,"1.833,00","3.689,00",105.93,74.15,19.07,5.4,3.87,1.59,1.06,0.56,0.12,0.06,0.06,216,-22.9297,-52.1549
Paranaguá,"4.106,00","8.232,00",238.24,166.77,42.88,12.15,8.7,3.57,2.38,1.26,0.26,0.13,0.13,337,-25.5161,-48.5225
Paranaiguara,"1.388,00","2.361,00",74.34,52.04,13.38,3.79,2.71,1.12,0.74,0.39,0.08,0.04,0.04,125,-18.9141,-50.6539
Paranapanema,"7.071,00","11.012,00",371.45,260.01,66.86,18.94,13.56,5.57,3.71,1.97,0.41,0.2,0.2,276,-23.3862,-48.7214
Paranapoema,"673,00","1.276,00",37.11,25.98,6.68,1.89,1.35,0.56,0.37,0.2,0.04,0.02,0.02,52,-22.6412,-52.0905
Paranapuã,"856,00","1.692,00",49.65,34.75,8.94,2.53,1.81,0.74,0.5,0.26,0.05,0.03,0.03,61,-20.1048,-50.5886
Paranatama,"464,00","829,00",25.47,17.83,4.58,1.3,0.93,0.38,0.25,0.14,0.03,0.01,0.01,40,-8.91875,-36.6549
Paranatinga,"8.099,00","17.476,00",491.35,343.95,88.44,25.06,17.93,7.37,4.91,2.6,0.54,0.26,0.26,529,-14.4265,-54.0524
Paranavaí,"29.274,00","60.636,00",1723.67,1206.57,310.26,87.91,62.91,25.86,17.24,9.14,1.9,0.91,0.91,2613,-23.0816,-52.4617
Paranaíba,"20.008,00","40.443,00",1164.24,814.97,209.56,59.38,42.49,17.46,11.64,6.17,1.28,0.62,0.62,1906,-19.6746,-51.1909
Paranaíta,"13.497,00","22.724,00",720.57,504.4,129.7,36.75,26.3,10.81,7.21,3.82,0.79,0.38,0.38,368,-9.65835,-56.4786
Paranhos,"967,00","1.598,00",51.91,36.34,9.34,2.65,1.89,0.78,0.52,0.28,0.06,0.03,0.03,99,-23.8911,-55.429
Paraná,"301,00","508,00",16.4,11.48,2.95,0.84,0.6,0.25,0.16,0.09,0.02,0.01,0.01,33,-6.47565,-38.3057
Paranã,"739,00","1.201,00",38.69,27.09,6.96,1.97,1.41,0.58,0.39,0.21,0.04,0.02,0.02,59,-12.6167,-47.8734
Paraopeba,"7.530,00","14.492,00",426.56,298.59,76.78,21.75,15.57,6.4,4.27,2.26,0.47,0.23,0.23,431,-19.2732,-44.4044
Parapuã,"2.317,00","4.686,00",132.97,93.08,23.93,6.78,4.85,1.99,1.33,0.7,0.15,0.07,0.07,172,-21.7792,-50.7949
